Estimate,upper,lower,Antimicrobial,Organism
0.321942569118649,0.251536390873729,0.392348747363569,AMPICILLIN,ESCHERICHIA COLI
1.01793460988969,0.828921405864587,1.20694781391479,Piperacillin/Tazobactam,ESCHERICHIA COLI
1.67560330501937,1.28442322129972,2.06678338873903,ERTAPENEM,ESCHERICHIA COLI
0.660558733326883,0.59153371897261,0.729583747681156,CIPROFLOXACIN,ESCHERICHIA COLI
1.54267878082355,1.11758587672497,1.96777168492213,MEROPENEM,ESCHERICHIA COLI
0.853929692218444,0.701800784893847,1.00605859954304,Cefuroxime,ESCHERICHIA COLI
1.00310919431867,0.805935702591841,1.20028268604549,NITROFURANTOIN,ESCHERICHIA COLI
0.716586430734603,0.610805177107265,0.822367684361941,AMOXICILLIN/CLAVUL.,ESCHERICHIA COLI
0.388888805455501,0.320304681592327,0.457472929318675,Cotrimoxazole,ESCHERICHIA COLI
0.221383583462941,0.092868245869822,0.34989892105606,GENTAMICIN,ESCHERICHIA COLI
1.00912271664785,0.770470874673947,1.24777455862176,AMIKACIN,ESBL POSITIVE ESCHERICHIA COLI
0.520349420391031,0.456821934798562,0.583876905983499,CIPROFLOXACIN,ESBL POSITIVE ESCHERICHIA COLI
0.685190181870249,0.598114029410729,0.772266334329769,Piperacillin/Tazobactam,ESBL POSITIVE ESCHERICHIA COLI
-0.322571033793629,-0.446610172513187,-0.198531895074071,NITROFURANTOIN,ESBL POSITIVE ESCHERICHIA COLI
0.385293459737057,-0.102698167001818,0.873285086475931,ERTAPENEM,ESBL POSITIVE ESCHERICHIA COLI
0.32482855093252,0.261320053873914,0.388337047991126,AMOXICILLIN/CLAVUL.,ESBL POSITIVE ESCHERICHIA COLI
-0.0471166903400818,-0.103172618371622,0.00893923769145852,GENTAMICIN,ESBL POSITIVE ESCHERICHIA COLI
0.284781722166826,0.230875078975245,0.338688365358407,Cotrimoxazole,ESBL POSITIVE ESCHERICHIA COLI
0.728233821890861,-0.221161548034411,1.67762919181613,MEROPENEM,ESBL POSITIVE ESCHERICHIA COLI
0.426429784885819,-0.594592299445128,1.44745186921677,TEICOPLANIN,STAPHYLOCOCCUS AUREUS
-0.682752062992975,-0.783145780040218,-0.582358345945732,FUSIDIC ACID,STAPHYLOCOCCUS AUREUS
0.0650438693699089,-0.0257262240397268,0.155813962779545,ERYTHROMYCIN,STAPHYLOCOCCUS AUREUS
0.81304573692045,0.301082400546202,1.3250090732947,AMOXICILLIN/CLAVUL.,STAPHYLOCOCCUS AUREUS
0.340866354135445,0.231672161729851,0.450060546541038,CLINDAMYCIN,STAPHYLOCOCCUS AUREUS
-0.113498421745829,-0.435452266778217,0.208455423286558,GENTAMICIN,STAPHYLOCOCCUS AUREUS
-0.131091742816533,-0.233845921885302,-0.028337563747764,Cotrimoxazole,STAPHYLOCOCCUS AUREUS
0.314959692845267,-0.304059254084111,0.933978639774645,Cefuroxime,STAPHYLOCOCCUS AUREUS
